DIASEMANA,MESOCU,ANOOCU,RHORA,REGION,PROVINCIA,TVIA,TIPOACCIDENTE,SALDOTRAG,MEDIOTRANS,VEHICHOQUE,VEHICUVOLC,VEHICUATRO,VEHICAIDA,VEHIDESLI,ESTRECON,APLASTAM
1,6,2012,5,2,13,4,1,1,2,1, , , , , , 
1,6,2012,1,9,29,4,1,1,2,1, , , , , , 
1,6,2012,11,2,13,4,3,1,25, , ,3, , , , 
1,6,2012,7,10,32,3,3,1,25, , ,1, , , , 
1,6,2012,3,2,13,4,5,1,2, , , , ,2, , 
2,6,2012,10,4,15,3,1,1,2,4, , , , , , 
3,6,2012,9,3,14,2,1,1,2,1, , , , , , 
4,6,2012,4,1,9,4,1,1,2,1, , , , , , 
4,6,2012,2,9,23,4,1,1,2,1, , , , , , 
4,6,2012,10,10,32,1,1,1,2,1, , , , , , 
5,6,2012,3,1,18,4,1,1,2,4, , , , , , 
6,6,2012,5,8,8,3,3,1,25, , ,4, , , , 
6,6,2012,2,10,32,2,6,1,2, , , , , ,2, 
7,6,2012,7,6,3,4,1,1,2,4, , , , , , 
7,6,2012,9,3,6,4,1,1,2,2, , , , , , 
7,6,2012,7,8,11,4,1,1,2,8, , , , , , 
7,6,2012,2,2,13,2,1,2,2,2, , , , , , 
7,6,2012,12,4,15,2,1,1,2,2, , , , , , 
7,6,2012,5,5,21,99,1,1,2,1, , , , , , 
7,6,2012,8,7,22,4,1,1,2,1, , , , , , 
7,6,2012,10,1,25,2,1,1,2,4, , , , , , 
7,6,2012,2,1,25,1,1,1,2,1, , , , , , 
7,6,2012,11,2,28,4,1,4,3,4, , , , , , 
7,6,2012,2,6,4,4,1,1,7,7, , , , , , 
7,6,2012,11,5,2,3,2,1,1, ,1, , , , , 
7,6,2012,8,5,2,4,2,1,1, ,1, , , , , 
7,6,2012,11,5,2,4,2,1,1, ,1, , , , , 
7,6,2012,8,8,11,4,2,1,8, ,8, , , , , 
7,6,2012,12,2,28,3,2,3,8, ,8, , , , , 
7,6,2012,10,3,14,3,3,1,25, , ,1, , , , 
7,6,2012,2,1,25,3,5,1,2, , , , ,2, , 
7,6,2012,1,1,25,4,5,1,2, , , , ,2, , 
7,6,2012,9,2,28,4,5,1,2, , , , ,2, , 
1,6,2012,1,1,25,3,1,2,2,4, , , , , , 
1,6,2012,10,2,13,1,3,1,25, , ,1, , , , 
1,6,2012,5,1,25,3,3,1,25, , ,1, , , , 
1,6,2012,7,5,17,3,5,1,2, , , , ,2, , 
1,6,2012,2,7,22,2,6,1,2, , , , , ,2, 
1,6,2012,5,5,2,99,9,1,99, , , , , , , 
2,6,2012,10,1,25,3,3,1,25, , ,4, , , , 
3,6,2012,9,10,32,4,1,1,2,4, , , , , , 
3,6,2012,12,7,22,4,3,1,25, , ,1, , , , 
4,6,2012,10,5,2,4,1,1,2,1, , , , , , 
5,6,2012,5,8,11,4,1,1,2,4, , , , , , 
5,6,2012,10,1,18,4,1,1,2,3, , , , , , 
5,6,2012,12,9,23,4,1,1,2,2, , , , , , 
5,6,2012,7,4,27,4,1,1,2,8, , , , , , 
5,6,2012,6,9,29,4,1,1,2,1, , , , , , 
6,6,2012,5,8,11,4,1,1,2,4, , , , , , 
6,6,2012,7,8,11,3,1,1,2,10, , , , , , 
6,6,2012,6,7,22,2,1,1,2,2, , , , , , 
6,6,2012,11,10,32,2,1,1,2,1, , , , , , 
6,6,2012,12,10,32,1,3,1,25, , ,1, , , , 
6,6,2012,3,4,15,4,5,1,2, , , , ,2, , 
7,7,2012,11,1,9,4,1,1,2,1, , , , , , 
7,7,2012,1,3,14,2,1,1,2,1, , , , , , 
7,7,2012,11,1,18,4,1,1,2,8, , , , , , 
7,7,2012,4,3,19,4,1,1,2,2, , , , , , 
7,7,2012,9,10,32,4,2,1,1, ,1, , , , , 
7,7,2012,11,5,2,4,3,1,25, , ,1, , , , 
7,7,2012,9,3,6,4,3,1,25, , ,1, , , , 
7,7,2012,7,3,14,3,6,1,2, , , , , ,2, 
1,7,2012,5,5,2,4,1,1,2,1, , , , , , 
1,7,2012,5,1,25,1,1,1,2,8, , , , , , 
1,7,2012,8,4,27,4,1,2,2,3, , , , , , 
1,7,2012,1,5,31,4,1,1,2,2, , , , , , 
2,7,2012,12,7,22,4,1,1,2,2, , , , , , 
2,7,2012,8,10,32,1,1,1,2,1, , , , , , 
2,7,2012,8,3,14,4,5,1,2, , , , ,2, , 
3,7,2012,12,6,4,3,1,1,2,1, , , , , , 
3,7,2012,4,4,27,4,1,1,2,4, , , , , , 
3,7,2012,12,9,30,2,1,1,2,2, , , , , , 
4,7,2012,7,2,13,4,1,1,2,1, , , , , , 
4,7,2012,9,10,1,3,1,1,2,1, , , , , , 
4,7,2012,9,5,2,4,1,2,4,5, , , , , , 
4,7,2012,11,10,32,1,3,1,25, , ,1, , , , 
4,7,2012,6,2,13,2,5,1,2, , , , ,2, , 
5,7,2012,8,8,11,4,1,1,2,2, , , , , , 
5,7,2012,3,4,15,4,1,1,2,2, , , , , , 
5,7,2012,8,1,25,2,1,1,2,1, , , , , , 
6,7,2012,10,2,13,4,1,1,2,4, , , , , , 
6,7,2012,6,4,15,4,1,1,2,3, , , , , , 
6,7,2012,2,5,17,4,1,2,2,2, , , , , , 
6,7,2012,8,1,18,4,1,1,2,1, , , , , , 
6,7,2012,11,5,21,99,1,1,2,3, , , , , , 
6,7,2012,5,3,6,4,3,1,25, , ,8, , , , 
6,7,2012,11,9,29,99,3,1,25, , ,2, , , , 
7,7,2012,10,1,25,2,1,1,2,8, , , , , , 
7,7,2012,11,1,18,4,3,1,25, , ,3, , , , 
7,7,2012,2,10,32,2,4,1,2, , , ,2, , , 
7,7,2012,3,10,1,2,5,1,2, , , , ,2, , 
7,7,2012,12,10,32,1,6,1,1, , , , , ,5, 
1,7,2012,8,2,13,1,1,3,1,4, , , , , , 
1,7,2012,5,10,32,3,1,1,2,2, , , , , , 
1,7,2012,5,10,1,2,5,1,2, , , , ,2, , 
2,7,2012,5,10,32,2,1,1,2,6, , , , , , 
2,7,2012,10,5,21,3,3,1,25, , ,1, , , , 
2,7,2012,8,5,21,3,3,1,25, , ,4, , , , 
3,7,2012,1,8,11,4,1,1,2,4, , , , , , 
3,7,2012,6,5,17,4,1,2,2,2, , , , , , 
3,7,2012,11,1,25,4,1,1,2,1, , , , , , 
3,7,2012,5,4,27,3,3,1,25, , ,3, , , , 
3,7,2012,1,8,12,4,5,1,2, , , , ,2, , 
4,7,2012,12,8,11,4,1,1,2,3, , , , , , 
4,7,2012,4,8,11,4,1,1,2,5, , , , , , 
4,7,2012,9,8,11,4,1,1,2,1, , , , , , 
4,7,2012,8,2,13,4,1,1,2,4, , , , , , 
4,7,2012,10,10,32,2,3,1,25, , ,1, , , , 
4,7,2012,6,6,3,4,5,1,2, , , , ,2, , 
5,7,2012,9,1,9,4,3,1,25, , ,2, , , , 
5,7,2012,8,1,18,4,4,1,21, , , ,21, , , 
6,7,2012,10,5,2,4,1,1,2,1, , , , , , 
6,7,2012,12,3,6,3,1,1,2,5, , , , , , 
6,7,2012,11,2,13,4,1,1,2,2, , , , , , 
6,7,2012,7,10,1,2,1,1,2,1, , , , , , 
6,7,2012,5,10,1,2,1,1,2,4, , , , , , 
6,7,2012,5,1,9,4,3,1,25, , ,2, , , , 
7,7,2012,1,5,2,4,1,1,3,4, , , , , , 
7,7,2012,5,8,11,4,3,1,25, , ,1, , , , 
7,7,2012,3,10,32,4,3,1,25, , ,1, , , , 
7,7,2012,3,1,25,4,5,1,2, , , , ,2, , 
1,7,2012,11,4,15,4,1,1,2,1, , , , , , 
1,7,2012,4,8,11,4,3,1,25, , ,8, , , , 
1,7,2012,11,1,18,4,5,1,2, , , , ,2, , 
3,7,2012,9,1,25,4,1,2,2,2, , , , , , 
3,7,2012,11,10,32,3,1,1,2,1, , , , , , 
3,7,2012,6,3,14,3,3,1,25, , ,2, , , , 
3,7,2012,10,10,32,3,3,1,25, , ,1, , , , 
4,7,2012,6,8,12,3,3,1,25, , ,2, , , , 
4,7,2012,5,10,32,1,3,1,25, , ,2, , , , 
5,7,2012,7,5,21,3,1,1,1,8, , , , , , 
5,7,2012,6,1,18,4,1,1,2,2, , , , , , 
5,7,2012,11,1,18,4,1,1,2,24, , , , , , 
5,7,2012,3,1,25,4,2,1,8, ,8, , , , , 
5,7,2012,7,7,22,4,3,1,25, , ,1, , , , 
6,7,2012,9,2,28,1,1,1,2,6, , , , , , 
6,7,2012,9,1,25,3,3,1,25, , ,8, , , , 
6,7,2012,4,10,32,1,3,1,25, , ,1, , , , 
6,7,2012,1,10,1,2,5,1,2, , , , ,2, , 
6,7,2012,7,6,4,4,6,1,1, , , , , ,6, 
7,7,2012,2,5,2,4,1,1,2,4, , , , , , 
7,7,2012,1,10,32,1,1,1,2,1, , , , , , 
7,7,2012,1,10,32,2,3,1,25, , ,1, , , , 
7,7,2012,6,8,12,3,5,1,2, , , , ,2, , 
1,7,2012,10,2,13,4,1,1,2,8, , , , , , 
1,7,2012,5,2,13,4,1,1,2,5, , , , , , 
1,7,2012,1,5,21,4,1,1,2,1, , , , , , 
1,7,2012,1,9,23,4,1,1,2,2, , , , , , 
1,7,2012,2,10,32,3,1,1,2,1, , , , , , 
1,7,2012,1,2,13,4,5,1,2, , , , ,2, , 
2,7,2012,5,5,21,4,3,1,25, , ,3, , , , 
2,7,2012,10,2,28,4,5,1,2, , , , ,2, , 
2,7,2012,12,5,31,3,5,1,2, , , , ,2, , 
4,7,2012,9,4,15,4,1,1,2,1, , , , , , 
4,7,2012,1,1,25,1,3,1,25, , ,1, , , , 
4,7,2012,6,10,32,2,3,1,25, , ,1, , , , 
4,7,2012,9,2,28,1,5,1,2, , , , ,2, , 
5,7,2012,10,9,23,2,1,1,2,1, , , , , , 
5,7,2012,5,4,27,2,1,1,2,4, , , , , , 
5,7,2012,1,10,32,3,1,1,2,4, , , , , , 
6,7,2012,11,3,6,4,1,1,2,3, , , , , , 
6,7,2012,11,7,22,4,1,1,2,2, , , , , , 
6,7,2012,1,8,11,4,1,4,4,5, , , , , , 
6,7,2012,11,7,22,4,5,1,2, , , , ,2, , 
6,7,2012,6,1,25,3,6,6,1, , , , , ,2, 
7,7,2012,3,6,4,4,1,1,2,2, , , , , , 
7,7,2012,4,3,6,4,1,1,2,3, , , , , , 
7,7,2012,8,4,15,4,1,1,2,2, , , , , , 
7,7,2012,9,1,25,4,1,1,2,1, , , , , , 
7,7,2012,9,10,1,2,1,1,2,5, , , , , , 
7,7,2012,6,2,13,4,2,3,8, ,8, , , , , 
7,7,2012,12,4,15,4,3,1,25, , ,2, , , , 
7,7,2012,2,10,32,2,3,1,25, , ,1, , , , 
7,7,2012,12,4,15,4,5,1,2, , , , ,2, , 
1,7,2012,10,8,11,4,1,1,2,4, , , , , , 
1,7,2012,4,6,4,4,4,1,4, , , ,4, , , 
2,7,2012,8,10,32,1,1,1,1,1, , , , , , 
2,7,2012,11,10,32,1,1,1,1,11, , , , , , 
2,7,2012,11,2,28,2,1,1,2,1, , , , , , 
2,7,2012,7,2,24,4,3,1,25, , ,2, , , , 
2,7,2012,8,10,32,1,3,1,25, , ,1, , , , 
3,8,2012,9,3,20,4,1,1,2,5, , , , , , 
4,8,2012,5,1,25,2,1,1,2,1, , , , , , 
4,8,2012,5,1,25,4,1,3,2,3, , , , , , 
5,8,2012,6,1,9,4,1,1,2,3, , , , , , 
5,8,2012,4,2,24,3,3,1,25, , ,2, , , , 
5,8,2012,11,3,6,4,5,1,2, , , , ,2, , 
6,8,2012,6,8,8,4,1,1,2,2, , , , , , 
6,8,2012,2,9,29,4,1,1,2,2, , , , , , 
6,8,2012,9,3,14,4,1,2,4,2, , , , , , 
6,8,2012,6,10,32,1,3,1,25, , ,2, , , , 
7,8,2012,12,8,12,4,1,1,1,8, , , , , , 
7,8,2012,12,9,29,4,1,1,1,8, , , , , , 
7,8,2012,1,6,4,3,1,1,2,8, , , , , , 
7,8,2012,10,3,20,4,1,1,2,8, , , , , , 
7,8,2012,12,4,27,4,1,1,2,4, , , , , , 
7,8,2012,8,10,1,2,1,1,2,4, , , , , , 
7,8,2012,4,3,20,4,2,1,8, ,8, , , , , 
7,8,2012,12,5,2,4,3,1,25, , ,1, , , , 
7,8,2012,9,10,32,1,3,1,25, , ,1, , , , 
1,8,2012,4,3,19,4,1,1,2,8, , , , , , 
1,8,2012,10,9,29,3,1,2,2,8, , , , , , 
1,8,2012,5,10,32,4,1,1,2,4, , , , , , 
1,8,2012,11,3,6,4,1,1,3,4, , , , , , 
1,8,2012,12,5,17,4,3,1,25, , ,1, , , , 
1,8,2012,5,1,18,4,4,1,4, , , ,4, , , 
2,8,2012,9,3,6,4,1,1,2,2, , , , , , 
3,8,2012,4,5,2,4,1,1,2,2, , , , , , 
3,8,2012,9,7,22,4,1,1,2,1, , , , , , 
3,8,2012,3,1,9,4,1,1,4,24, , , , , , 
6,8,2012,11,2,13,4,3,1,25, , ,2, , , , 
6,8,2012,10,4,15,4,3,1,25, , ,2, , , , 
7,8,2012,6,2,28,1,1,4,1,4, , , , , , 
7,8,2012,11,6,3,4,1,1,2,1, , , , , , 
7,8,2012,5,8,11,4,1,1,2,2, , , , , , 
7,8,2012,11,2,13,3,1,1,2,3, , , , , , 
7,8,2012,12,10,32,4,1,1,2,1, , , , , , 
7,8,2012,3,1,25,2,2,1,8, ,8, , , , , 
7,8,2012,3,4,26,3,6,1,8, , , , , ,2, 
1,8,2012,9,3,6,4,1,1,2,1, , , , , , 
1,8,2012,2,3,6,4,1,1,2,3, , , , , , 
1,8,2012,6,10,1,3,1,1,2,1, , , , , , 
1,8,2012,6,2,28,1,2,2,3, ,3, , , , , 
1,8,2012,11,1,18,3,2,1,4, ,4, , , , , 
1,8,2012,1,5,2,3,3,1,25, , ,1, , , , 
1,8,2012,1,3,14,4,5,1,2, , , , ,2, , 
2,8,2012,9,1,25,2,1,1,1,8, , , , , , 
2,8,2012,11,7,7,4,1,1,2,2, , , , , , 
2,8,2012,8,5,21,99,1,1,2,1, , , , , , 
2,8,2012,10,9,29,4,2,1,4, ,4, , , , , 
3,8,2012,7,3,6,9,1,1,2,3, , , , , , 
4,8,2012,9,9,30,4,1,2,2,1, , , , , , 
4,8,2012,5,10,32,2,1,1,2,8, , , , , , 
4,8,2012,12,1,25,1,3,1,25, , ,1, , , , 
5,8,2012,6,6,4,4,1,1,2,1, , , , , , 
5,8,2012,3,8,11,4,2,1,4, ,4, , , , , 
5,8,2012,10,10,1,2,3,1,25, , ,1, , , , 
5,8,2012,1,3,14,4,5,1,2, , , , ,2, , 
5,8,2012,10,6,3,4,6,1,2, , , , , ,6, 
6,8,2012,9,8,8,4,1,1,1,16, , , , , , 
6,8,2012,10,5,21,1,1,2,2,1, , , , , , 
6,8,2012,3,1,25,2,2,1,1, ,1, , , , , 
6,8,2012,8,8,11,4,3,1,25, , ,4, , , , 
6,8,2012,11,5,21,4,3,1,25, , ,4, , , , 
6,8,2012,7,2,24,99,3,1,25, , ,2, , , , 
7,8,2012,9,3,20,4,5,1,2, , , , ,2, , 
7,8,2012,3,5,21,4,5,1,2, , , , ,2, , 
7,8,2012,7,5,21,3,5,1,2, , , , ,2, , 
1,8,2012,4,10,32,2,6,1,1, , , , , ,5, 
2,8,2012,11,10,32,3,1,1,2,1, , , , , , 
5,8,2012,1,10,1,1,1,1,2,1, , , , , , 
5,8,2012,4,4,15,4,5,1,2, , , , ,2, , 
6,8,2012,1,5,21,3,5,1,2, , , , ,2, , 
7,8,2012,10,8,12,4,1,1,2,2, , , , , , 
7,8,2012,10,1,18,2,5,1,2, , , , ,2, , 
7,8,2012,7,3,14,4,6,1,2, , , , , ,2, 
1,8,2012,9,3,6,4,1,1,2,3, , , , , , 
1,8,2012,5,3,14,4,1,1,2,2, , , , , , 
1,8,2012,8,10,1,2,1,1,2,4, , , , , , 
1,8,2012,2,3,14,4,5,1,2, , , , ,2, , 
2,8,2012,12,10,32,1,2,1,8, ,8, , , , , 
4,8,2012,6,8,11,4,1,1,2,1, , , , , , 
4,8,2012,1,6,3,3,5,1,2, , , , ,2, , 
5,8,2012,12,10,1,3,1,1,1,1, , , , , , 
5,8,2012,10,8,12,3,1,1,2,5, , , , , , 
5,8,2012,5,2,28,3,1,1,2,2, , , , , , 
5,8,2012,4,9,29,4,1,1,2,8, , , , , , 
5,8,2012,9,10,32,2,3,1,25, , ,4, , , , 
6,9,2012,11,2,13,4,1,1,2,2, , , , , , 
6,9,2012,6,2,13,4,1,1,2,4, , , , , , 
6,9,2012,6,5,31,4,1,2,3,2, , , , , , 
6,9,2012,5,2,28,3,3,1,25, , ,2, , , , 
6,9,2012,2,10,32,2,3,1,25, , ,1, , , , 
6,9,2012,3,5,21,4,6,1,2, , , , , ,2, 
7,9,2012,6,8,11,4,1,1,2,5, , , , , , 
7,9,2012,2,2,13,4,1,2,2,1, , , , , , 
7,9,2012,10,5,31,4,1,1,2,2, , , , , , 
7,9,2012,7,10,32,4,1,1,2,1, , , , , , 
7,9,2012,9,10,32,1,1,1,2,1, , , , , , 
7,9,2012,12,10,1,2,1,1,3,1, , , , , , 
7,9,2012,10,10,1,2,3,2,25, , ,1, , , , 
7,9,2012,8,10,32,2,5,1,2, , , , ,2, , 
7,9,2012,3,10,32,2,6,1,2, , , , , ,5, 
7,9,2012,1,10,1,5,6,2,8, , , , , ,5, 
1,9,2012,10,6,4,2,1,1,2,2, , , , , , 
1,9,2012,2,3,6,4,1,1,2,2, , , , , , 
1,9,2012,5,8,11,4,3,1,25, , ,8, , , , 
2,9,2012,9,7,22,3,1,1,2,10, , , , , , 
2,9,2012,5,10,32,2,1,1,2,1, , , , , , 
2,9,2012,8,2,24,4,5,1,2, , , , ,2, , 
3,9,2012,9,2,28,3,1,1,2,1, , , , , , 
3,9,2012,1,10,1,2,3,1,25, , ,1, , , , 
4,9,2012,7,5,21,3,1,1,2,1, , , , , , 
4,9,2012,10,3,6,4,3,1,25, , ,8, , , , 
5,9,2012,5,10,1,2,3,1,25, , ,1, , , , 
6,9,2012,7,1,18,4,1,1,1,3, , , , , , 
6,9,2012,9,10,32,2,1,1,1,1, , , , , , 
6,9,2012,11,1,9,4,1,1,2,1, , , , , , 
6,9,2012,11,2,13,4,1,1,2,1, , , , , , 
6,9,2012,12,2,13,4,3,1,25, , ,2, , , , 
6,9,2012,4,10,32,2,3,1,25, , ,2, , , , 
7,9,2012,11,1,25,4,1,1,2,1, , , , , , 
7,9,2012,9,9,23,3,3,1,25, , ,8, , , , 
7,9,2012,11,10,32,2,3,1,25, , ,8, , , , 
7,9,2012,5,10,32,1,3,1,25, , ,1, , , , 
1,9,2012,3,1,18,2,1,1,2,2, , , , , , 
1,9,2012,11,9,29,4,1,1,2,3, , , , , , 
1,9,2012,9,5,2,4,2,1,3, ,3, , , , , 
2,9,2012,10,1,25,3,3,1,25, , ,2, , , , 
3,9,2012,10,8,11,1,1,2,2,3, , , , , , 
3,9,2012,11,10,32,2,3,1,25, , ,2, , , , 
3,9,2012,11,10,32,2,3,1,25, , ,5, , , , 
4,9,2012,11,6,4,4,1,2,2,2, , , , , , 
4,9,2012,6,1,18,4,1,1,2,1, , , , , , 
5,9,2012,6,10,32,1,1,1,1,1, , , , , , 
5,9,2012,9,10,32,1,1,1,2,1, , , , , , 
6,9,2012,12,9,23,99,1,1,2,1, , , , , , 
6,9,2012,8,1,25,2,1,1,2,2, , , , , , 
6,9,2012,11,2,28,3,1,2,2,8, , , , , , 
6,9,2012,10,10,32,2,3,1,25, , ,8, , , , 
6,9,2012,11,1,25,3,6,1,3, , , , , ,2, 
7,9,2012,10,3,6,2,1,1,2,2, , , , , , 
7,9,2012,2,7,22,4,1,1,2,1, , , , , , 
7,9,2012,2,10,32,4,1,2,2,1, , , , , , 
7,9,2012,2,10,32,4,1,1,2,2, , , , , , 
7,9,2012,2,10,32,3,1,1,2,1, , , , , , 
7,9,2012,11,10,32,2,1,1,2,2, , , , , , 
7,9,2012,11,7,22,4,2,1,1, ,1, , , , , 
7,9,2012,10,4,15,4,3,1,25, , ,3, , , , 
7,9,2012,11,1,18,3,3,1,25, , ,1, , , , 
7,9,2012,10,3,20,4,3,1,25, , ,1, , , , 
7,9,2012,1,10,32,2,3,1,25, , ,2, , , , 
7,9,2012,9,10,32,99,3,1,25, , ,1, , , , 
7,9,2012,1,3,20,99,5,1,2, , , , ,2, , 
7,9,2012,2,3,20,4,5,1,2, , , , ,2, , 
7,9,2012,2,5,21,99,5,1,2, , , , ,2, , 
7,9,2012,1,1,25,4,5,1,2, , , , ,2, , 
7,9,2012,1,4,26,99,5,1,2, , , , ,2, , 
7,9,2012,3,2,28,99,6,1,2, , , , , ,1, 
1,9,2012,7,1,18,4,1,1,4,4, , , , , , 
1,9,2012,5,2,13,4,3,6,25, , ,8, , , , 
2,9,2012,7,2,13,4,1,1,2,2, , , , , , 
2,9,2012,7,2,13,4,1,2,2,3, , , , , , 
2,9,2012,9,10,1,2,1,1,2,8, , , , , , 
2,9,2012,12,10,1,2,1,1,2,4, , , , , , 
2,9,2012,5,5,21,4,5,1,2, , , , ,2, , 
3,9,2012,6,7,7,4,1,1,2,4, , , , , , 
3,9,2012,11,2,13,1,1,1,5,8, , , , , , 
3,9,2012,3,10,32,2,3,1,25, , ,4, , , , 
4,9,2012,10,3,14,2,1,1,2,3, , , , , , 
4,9,2012,1,8,11,4,3,1,25, , ,5, , , , 
4,9,2012,7,10,1,1,3,1,25, , ,1, , , , 
5,9,2012,4,10,32,2,3,1,25, , ,1, , , , 
5,9,2012,11,10,32,1,3,1,25, , ,1, , , , 
6,9,2012,12,6,4,4,1,1,2,1, , , , , , 
6,9,2012,3,6,4,99,5,1,4, , , , ,4, , 
7,9,2012,8,3,14,4,1,1,2,2, , , , , , 
7,9,2012,9,3,14,4,1,1,2,8, , , , , , 
7,9,2012,2,1,18,4,1,1,2,1, , , , , , 
7,9,2012,9,2,28,1,1,1,2,8, , , , , , 
7,9,2012,12,10,32,1,1,2,2,2, , , , , , 
7,9,2012,4,9,23,99,5,3,8, , , , ,8, , 
1,9,2012,5,5,21,4,1,1,2,2, , , , , , 
1,9,2012,1,10,32,4,1,2,2,2, , , , , , 
1,9,2012,12,10,32,1,1,1,2,2, , , , , , 
1,9,2012,10,1,18,4,5,1,1, , , , ,1, , 
1,9,2012,10,2,13,4,5,1,2, , , , ,2, , 
2,9,2012,8,5,21,1,4,1,6, , , ,6, , , 
3,9,2012,8,10,32,2,1,1,8,4, , , , , , 
3,9,2012,4,10,32,4,3,1,25, , ,1, , , , 
4,9,2012,5,1,18,2,3,1,25, , ,2, , , , 
5,9,2012,11,1,18,4,1,1,2,1, , , , , , 
6,9,2012,11,3,19,4,1,1,2,2, , , , , , 
6,9,2012,8,5,21,99,1,1,2,4, , , , , , 
6,9,2012,11,9,23,9,1,1,2,1, , , , , , 
6,9,2012,5,2,24,4,1,1,2,5, , , , , , 
6,9,2012,4,10,32,2,1,1,2,1, , , , , , 
6,9,2012,9,9,23,4,1,1,3,5, , , , , , 
6,9,2012,5,10,32,1,3,1,25, , ,1, , , , 
6,9,2012,8,6,4,4,5,2,2, , , , ,2, , 
7,9,2012,2,10,32,3,1,1,1,1, , , , , , 
7,9,2012,11,2,13,4,1,1,2,2, , , , , , 
7,9,2012,10,5,17,4,1,1,2,1, , , , , , 
7,9,2012,2,2,24,3,1,1,2,2, , , , , , 
7,9,2012,10,5,31,4,1,2,2,2, , , , , , 
7,9,2012,8,8,11,4,3,1,25, , ,1, , , , 
7,9,2012,6,7,22,4,4,1,4, , , ,4, , , 
7,9,2012,12,2,13,4,5,1,2, , , , ,2, , 
7,9,2012,11,5,21,4,5,1,2, , , , ,2, , 
1,10,2012,1,4,27,2,1,3,2,1, , , , , , 
1,10,2012,5,5,2,4,3,1,25, , ,2, , , , 
1,10,2012,9,8,11,4,3,1,25, , ,8, , , , 
1,10,2012,4,10,1,2,3,1,25, , ,1, , , , 
1,10,2012,12,10,32,4,3,1,25, , ,2, , , , 
2,10,2012,6,3,6,3,3,1,25, , ,5, , , , 
2,10,2012,9,5,2,3,5,1,2, , , , ,2, , 
2,10,2012,11,10,32,4,5,1,2, , , , ,2, , 
2,10,2012,7,10,32,2,5,1,3, , , , ,3, , 
3,10,2012,3,5,21,2,1,1,2,1, , , , , , 
3,10,2012,6,4,27,4,1,1,2,4, , , , , , 
3,10,2012,7,6,3,3,3,1,25, , ,3, , , , 
3,10,2012,9,3,6,4,6,1,2, , , , , ,1, 
4,10,2012,11,10,1,3,1,1,2,1, , , , , , 
4,10,2012,1,10,32,3,1,1,2,2, , , , , , 
4,10,2012,9,2,13,4,3,1,25, , ,8, , , , 
4,10,2012,12,2,28,3,6,1,2, , , , , ,5, 
5,10,2012,4,3,6,99,1,1,2,3, , , , , , 
5,10,2012,9,6,4,4,3,1,25, , ,1, , , , 
6,10,2012,12,1,25,4,1,1,2,1, , , , , , 
6,10,2012,12,2,28,1,1,1,2,2, , , , , , 
6,10,2012,11,10,1,2,1,1,2,4, , , , , , 
6,10,2012,8,10,32,3,1,1,2,1, , , , , , 
6,10,2012,1,10,32,2,1,1,2,1, , , , , , 
6,10,2012,6,10,32,1,1,1,2,4, , , , , , 
6,10,2012,11,1,25,99,3,1,25, , ,1, , , , 
6,10,2012,6,8,11,4,6,1,2, , , , , ,1, 
7,10,2012,10,5,2,4,1,1,2,5, , , , , , 
7,10,2012,1,1,18,3,5,1,2, , , , ,2, , 
1,10,2012,10,10,32,1,1,1,2,1, , , , , , 
1,10,2012,1,10,32,1,1,1,2,1, , , , , , 
1,10,2012,8,8,12,3,3,1,25, , ,2, , , , 
1,10,2012,10,3,14,4,3,1,25, , ,8, , , , 
1,10,2012,10,10,32,2,5,1,2, , , , ,2, , 
2,10,2012,11,1,18,4,1,1,2,2, , , , , , 
2,10,2012,10,5,21,1,1,1,4,8, , , , , , 
2,10,2012,9,8,11,4,3,1,25, , ,1, , , , 
3,10,2012,9,10,32,2,1,1,2,1, , , , , , 
3,10,2012,11,10,1,2,5,1,1, , , , ,1, , 
3,10,2012,2,1,25,1,5,1,3, , , , ,3, , 
4,10,2012,6,5,2,99,1,1,2,2, , , , , , 
4,10,2012,10,10,32,1,3,1,25, , ,5, , , , 
5,10,2012,5,9,29,4,1,1,2,3, , , , , , 
5,10,2012,10,2,13,4,3,1,25, , ,1, , , , 
5,10,2012,6,1,25,4,4,1,4, , , ,4, , , 
6,10,2012,10,8,12,4,1,1,2,1, , , , , , 
6,10,2012,11,2,13,2,1,1,2,8, , , , , , 
6,10,2012,9,1,18,4,1,2,2,8, , , , , , 
6,10,2012,9,2,28,4,1,1,2,3, , , , , , 
7,10,2012,8,8,11,4,1,1,2,2, , , , , , 
7,10,2012,10,2,13,99,1,1,2,1, , , , , , 
7,10,2012,10,9,23,4,1,1,2,1, , , , , , 
7,10,2012,8,1,25,4,1,1,2,1, , , , , , 
7,10,2012,7,10,32,2,1,2,2,6, , , , , , 
7,10,2012,11,10,32,3,1,1,2,1, , , , , , 
7,10,2012,1,3,19,4,5,1,2, , , , ,2, , 
1,10,2012,11,3,6,3,1,2,2,2, , , , , , 
1,10,2012,9,1,25,2,1,1,2,8, , , , , , 
2,10,2012,7,8,8,4,1,1,2,4, , , , , , 
2,10,2012,10,10,32,1,1,1,2,5, , , , , , 
2,10,2012,8,5,21,4,3,1,25, , ,3, , , , 
3,10,2012,10,6,4,4,1,1,2,1, , , , , , 
3,10,2012,1,8,11,4,1,1,2,3, , , , , , 
3,10,2012,11,2,13,4,1,1,2,2, , , , , , 
3,10,2012,5,5,21,4,1,1,2,3, , , , , , 
3,10,2012,5,5,21,2,1,1,2,8, , , , , , 
