DIASEMANA,MESOCU,ANOOCU,RHORA,REGION,PROVINCIA,TVIA,TIPOACCIDENTE,SALDOTRAG,MEDIOTRANS,VEHICHOQUE,VEHICUVOLC,VEHICUATRO,VEHICAIDA,VEHIDESLI,ESTRECON,APLASTAM
7,11,2009,12,5,2,3,1,1,2,99, , , , , , 
7,11,2009,11,8,11,4,1,1,2,4, , , , , , 
7,11,2009,11,8,11,4,1,1,2,8, , , , , , 
7,11,2009,9,7,22,4,1,1,2,1, , , , , , 
7,11,2009,6,1,25,4,1,1,2,1, , , , , , 
7,11,2009,11,9,29,4,1,1,2,99, , , , , , 
7,11,2009,6,10,32,1,1,1,2,99, , , , , , 
7,11,2009,8,2,24,3,5,1,2, , , , ,2, , 
7,11,2009,9,10,32,3,5,1,2, , , , ,2, , 
1,11,2009,1,1,18,4,1,1,2,1, , , , , , 
1,11,2009,11,8,8,3,3,1,25, , ,99, , , , 
1,11,2009,9,8,11,4,3,1,25, , ,99, , , , 
1,11,2009,4,1,25,1,3,1,25, , ,2, , , , 
1,11,2009,5,10,32,2,3,1,25, , ,1, , , , 
1,11,2009,1,9,29,4,5,1,2, , , , ,2, , 
2,12,2009,7,8,11,3,1,1,2,4, , , , , , 
2,12,2009,3,4,15,4,1,1,2,8, , , , , , 
2,12,2009,5,1,18,4,1,1,2,1, , , , , , 
2,12,2009,6,3,20,4,1,1,2,2, , , , , , 
2,12,2009,9,9,29,4,1,1,2,3, , , , , , 
2,12,2009,8,2,24,4,2,1,8, ,8, , , , , 
2,12,2009,8,3,14,4,3,2,25, , ,8, , , , 
2,12,2009,12,2,24,3,5,1,2, , , , ,2, , 
3,12,2009,11,10,32,3,1,1,2,4, , , , , , 
3,12,2009,1,3,6,4,5,1,2, , , , ,2, , 
3,12,2009,8,2,13,4,5,1,2, , , , ,2, , 
4,12,2009,6,10,32,2,1,1,2,8, , , , , , 
5,12,2009,10,5,2,4,1,1,2,4, , , , , , 
5,12,2009,12,8,11,3,1,1,2,5, , , , , , 
5,12,2009,11,2,28,1,1,1,2,4, , , , , , 
5,12,2009,6,10,1,2,1,1,2,1, , , , , , 
6,12,2009,9,5,21,1,1,1,2,4, , , , , , 
6,12,2009,11,2,28,1,1,1,2,8, , , , , , 
6,12,2009,11,10,1,2,3,1,25, , ,99, , , , 
6,12,2009,11,10,32,1,3,1,25, , ,99, , , , 
7,12,2009,6,7,7,3,1,1,2,16, , , , , , 
7,12,2009,9,8,11,4,1,1,2,4, , , , , , 
7,12,2009,3,8,12,4,1,1,2,1, , , , , , 
7,12,2009,9,5,2,3,1,1,6,1, , , , , , 
7,12,2009,12,10,32,3,2,1,1, ,1, , , , , 
7,12,2009,4,10,32,2,3,1,25, , ,99, , , , 
7,12,2009,3,6,4,3,5,1,2, , , , ,2, , 
7,12,2009,2,9,29,4,5,1,2, , , , ,2, , 
7,12,2009,10,10,1,2,5,1,2, , , , ,2, , 
1,12,2009,5,9,29,4,1,2,1,8, , , , , , 
1,12,2009,11,8,8,4,1,1,2,24, , , , , , 
1,12,2009,6,1,18,3,1,1,2,3, , , , , , 
1,12,2009,6,9,29,4,1,2,8,1, , , , , , 
1,12,2009,9,2,24,4,3,1,25, , ,5, , , , 
1,12,2009,10,5,2,4,5,1,2, , , , ,2, , 
2,12,2009,9,6,4,4,3,1,25, , ,99, , , , 
2,12,2009,10,1,9,3,3,1,25, , ,99, , , , 
2,12,2009,10,6,10,4,5,1,2, , , , ,2, , 
3,12,2009,8,1,18,4,1,1,2,4, , , , , , 
3,12,2009,8,10,32,4,1,1,2,1, , , , , , 
3,12,2009,1,4,27,4,1,1,4,1, , , , , , 
4,12,2009,8,2,13,3,1,1,2,1, , , , , , 
4,12,2009,4,10,1,3,1,2,2,4, , , , , , 
4,12,2009,9,1,25,3,1,1,9,99, , , , , , 
4,12,2009,7,10,32,2,2,1,1, ,1, , , , , 
4,12,2009,8,4,27,4,3,1,25, , ,4, , , , 
4,12,2009,2,10,1,3,5,1,2, , , , ,2, , 
5,12,2009,6,10,32,2,2,1,1, ,1, , , , , 
6,12,2009,11,5,17,4,1,1,2,4, , , , , , 
6,12,2009,11,1,18,4,1,1,2,5, , , , , , 
6,12,2009,12,2,28,4,1,1,2,99, , , , , , 
6,12,2009,4,10,32,3,2,1,1, ,1, , , , , 
6,12,2009,1,5,21,1,2,2,4, ,4, , , , , 
7,12,2009,10,1,25,2,1,1,1,1, , , , , , 
7,12,2009,5,5,17,4,1,1,2,1, , , , , , 
7,12,2009,11,1,18,4,1,2,2,1, , , , , , 
7,12,2009,12,5,21,3,1,1,2,4, , , , , , 
7,12,2009,10,9,23,4,1,1,2,1, , , , , , 
7,12,2009,10,1,25,4,1,1,2,1, , , , , , 
7,12,2009,11,1,25,4,1,1,2,8, , , , , , 
7,12,2009,4,10,32,3,1,1,2,2, , , , , , 
7,12,2009,2,10,32,2,1,1,2,99, , , , , , 
7,12,2009,1,2,13,3,4,1,2, , , ,2, , , 
7,12,2009,11,9,23,9,5,1,2, , , , ,2, , 
7,12,2009,4,1,25,2,5,1,2, , , , ,2, , 
7,12,2009,7,10,32,4,5,1,2, , , , ,2, , 
7,12,2009,11,10,32,3,5,1,3, , , , ,3, , 
1,12,2009,4,3,20,4,1,1,2,8, , , , , , 
1,12,2009,9,10,1,2,1,1,2,4, , , , , , 
1,12,2009,11,6,4,4,2,2,1, ,1, , , , , 
1,12,2009,4,1,25,2,3,1,25, , ,2, , , , 
1,12,2009,4,1,25,2,3,1,25, , ,99, , , , 
2,12,2009,3,8,12,4,3,1,25, , ,18, , , , 
2,12,2009,1,1,18,4,3,1,25, , ,99, , , , 
3,12,2009,10,1,25,4,1,1,2,2, , , , , , 
3,12,2009,10,4,27,4,1,1,2,4, , , , , , 
3,12,2009,10,10,32,4,1,1,2,1, , , , , , 
3,12,2009,9,8,11,4,4,1,4, , , ,4, , , 
3,12,2009,2,5,31,3,5,1,2, , , , ,2, , 
4,12,2009,5,1,25,4,1,1,2,2, , , , , , 
4,12,2009,6,5,2,4,3,1,25, , ,99, , , , 
4,12,2009,12,4,27,4,3,1,25, , ,1, , , , 
6,12,2009,5,3,6,4,1,1,1,4, , , , , , 
6,12,2009,3,5,2,4,1,1,2,1, , , , , , 
6,12,2009,4,5,17,4,1,1,2,99, , , , , , 
6,12,2009,9,10,32,4,1,1,2,1, , , , , , 
6,12,2009,3,1,18,2,3,1,25, , ,2, , , , 
6,12,2009,11,1,25,4,3,1,25, , ,1, , , , 
6,12,2009,1,10,1,2,3,1,25, , ,99, , , , 
6,12,2009,4,8,11,4,5,1,2, , , , ,2, , 
7,12,2009,11,3,6,4,1,1,2,2, , , , , , 
7,12,2009,11,3,6,4,1,1,2,2, , , , , , 
7,12,2009,9,3,6,4,1,1,2,2, , , , , , 
7,12,2009,1,8,8,4,1,1,2,24, , , , , , 
7,12,2009,11,4,15,4,1,1,2,8, , , , , , 
7,12,2009,11,1,18,4,1,3,2,8, , , , , , 
7,12,2009,6,3,20,4,1,1,2,1, , , , , , 
7,12,2009,3,1,9,2,1,2,8,4, , , , , , 
7,12,2009,7,2,13,1,2,1,1, ,1, , , , , 
7,12,2009,6,10,1,2,3,1,25, , ,2, , , , 
7,12,2009,1,10,32,1,3,1,25, , ,8, , , , 
7,12,2009,10,2,24,4,5,1,2, , , , ,2, , 
7,12,2009,4,4,27,4,5,1,2, , , , ,2, , 
7,12,2009,7,10,32,3,5,1,2, , , , ,2, , 
1,12,2009,7,5,17,4,1,1,2,2, , , , , , 
1,12,2009,10,7,22,4,1,1,2,2, , , , , , 
1,12,2009,8,9,23,4,1,2,2,3, , , , , , 
1,12,2009,11,10,32,2,1,1,2,7, , , , , , 
1,12,2009,1,1,25,4,2,1,8, ,8, , , , , 
1,12,2009,3,10,32,2,3,1,25, , ,1, , , , 
1,12,2009,7,10,32,2,5,1,2, , , , ,2, , 
2,12,2009,5,6,10,3,1,1,2,2, , , , , , 
2,12,2009,11,5,21,3,1,1,2,4, , , , , , 
2,12,2009,8,1,25,3,1,1,2,1, , , , , , 
2,12,2009,4,10,32,3,1,1,2,8, , , , , , 
2,12,2009,5,10,32,3,3,1,25, , ,3, , , , 
2,12,2009,12,10,32,2,3,1,25, , ,1, , , , 
2,12,2009,6,10,32,3,3,1,25, , ,8, , , , 
3,12,2009,5,10,32,1,1,1,2,1, , , , , , 
3,12,2009,2,6,4,4,5,1,2, , , , ,2, , 
3,12,2009,11,5,2,4,6,1,2, , , , , ,2, 
4,12,2009,12,5,2,4,1,1,2,2, , , , , , 
4,12,2009,11,6,16,4,1,1,2,2, , , , , , 
4,12,2009,6,5,21,3,1,1,2,3, , , , , , 
4,12,2009,11,1,25,4,1,1,9,99, , , , , , 
4,12,2009,5,3,6,2,3,1,25, , ,2, , , , 
4,12,2009,12,1,18,4,3,1,25, , ,99, , , , 
5,12,2009,11,8,11,4,1,1,2,2, , , , , , 
5,12,2009,5,2,13,2,1,1,2,1, , , , , , 
5,12,2009,10,2,13,1,1,1,2,1, , , , , , 
5,12,2009,10,2,13,3,1,1,2,99, , , , , , 
5,12,2009,12,5,17,4,1,1,2,2, , , , , , 
5,12,2009,10,5,17,4,1,2,2,8, , , , , , 
5,12,2009,2,9,30,3,1,1,2,2, , , , , , 
5,12,2009,4,10,32,2,1,1,2,1, , , , , , 
5,12,2009,11,3,6,3,3,1,25, , ,99, , , , 
5,12,2009,4,1,18,3,3,1,25, , ,1, , , , 
5,12,2009,3,1,25,3,3,1,25, , ,1, , , , 
5,12,2009,6,1,25,2,3,1,25, , ,1, , , , 
5,12,2009,10,10,32,4,5,1,1, , , , ,1, , 
5,12,2009,5,2,13,4,5,1,2, , , , ,2, , 
5,12,2009,4,10,1,2,5,1,2, , , , ,2, , 
5,12,2009,4,10,1,2,6,1,2, , , , , ,2, 
6,12,2009,7,5,2,4,1,1,2,2, , , , , , 
6,12,2009,4,1,9,4,1,1,2,99, , , , , , 
6,12,2009,10,5,21,3,1,1,2,1, , , , , , 
6,12,2009,12,5,21,1,1,1,2,1, , , , , , 
6,12,2009,12,4,27,4,1,1,2,2, , , , , , 
6,12,2009,3,10,32,2,1,1,2,1, , , , , , 
6,12,2009,10,2,24,4,3,1,25, , ,1, , , , 
6,12,2009,3,9,29,4,3,1,25, , ,99, , , , 
6,12,2009,4,10,32,2,3,1,25, , ,1, , , , 
6,12,2009,2,10,32,4,3,1,25, , ,1, , , , 
6,12,2009,11,9,23,3,5,1,2, , , , ,2, , 
7,12,2009,7,2,24,4,1,1,2,2, , , , , , 
7,12,2009,2,7,22,4,5,1,2, , , , ,2, , 
7,12,2009,5,10,32,2,5,1,2, , , , ,2, , 
7,12,2009,11,4,27,4,6,1,2, , , , , ,2, 
1,12,2009,6,1,18,4,1,1,2,1, , , , , , 
1,12,2009,10,9,23,4,1,1,2,4, , , , , , 
1,12,2009,3,10,32,4,1,1,2,1, , , , , , 
1,12,2009,1,8,12,3,3,1,25, , ,99, , , , 
1,12,2009,5,5,21,4,5,1,2, , , , ,2, , 
1,12,2009,1,7,22,4,5,1,2, , , , ,2, , 
2,12,2009,6,8,12,4,1,1,2,3, , , , , , 
2,12,2009,7,2,13,4,1,1,2,24, , , , , , 
2,12,2009,12,2,13,4,1,1,2,1, , , , , , 
2,12,2009,7,10,1,2,1,1,2,1, , , , , , 
2,12,2009,8,2,13,2,5,1,2, , , , ,2, , 
3,12,2009,6,8,11,4,3,1,25, , ,99, , , , 
3,12,2009,6,2,13,1,5,1,2, , , , ,2, , 
4,12,2009,2,9,23,9,1,1,1,3, , , , , , 
4,12,2009,10,1,9,2,1,1,2,99, , , , , , 
4,12,2009,11,2,13,4,1,1,2,1, , , , , , 
4,12,2009,6,8,11,2,3,1,25, , ,2, , , , 
4,12,2009,7,2,28,1,3,1,25, , ,8, , , , 
4,12,2009,5,10,32,3,3,1,25, , ,8, , , , 
4,12,2009,2,9,23,3,5,1,2, , , , ,2, , 
5,1,2010,1,2,28,4,1,1,1,1, , , , , , 
5,1,2010,1,5,2,4,1,4,2,2, , , , , , 
5,1,2010,10,6,4,4,1,1,2,1, , , , , , 
5,1,2010,11,6,4,4,1,1,2,2, , , , , , 
5,1,2010,4,3,6,4,1,1,2,1, , , , , , 
5,1,2010,9,3,6,4,1,1,2,1, , , , , , 
5,1,2010,8,7,22,4,1,1,2,2, , , , , , 
5,1,2010,10,7,22,3,1,1,2,2, , , , , , 
5,1,2010,5,4,27,1,1,1,2,8, , , , , , 
5,1,2010,3,10,32,4,1,1,2,1, , , , , , 
5,1,2010,2,9,23,3,1,1,3,1, , , , , , 
5,1,2010,3,10,32,2,3,1,25, , ,99, , , , 
5,1,2010,2,6,10,4,5,1,2, , , , ,2, , 
5,1,2010,5,8,11,4,5,1,2, , , , ,2, , 
5,1,2010,3,8,11,4,5,1,2, , , , ,2, , 
5,1,2010,2,9,23,3,5,1,2, , , , ,2, , 
5,1,2010,11,5,21,4,6,1,2, , , , , ,2, 
6,1,2010,11,1,9,3,1,2,2,2, , , , , , 
6,1,2010,11,2,13,3,1,1,2,4, , , , , , 
6,1,2010,2,5,21,3,1,1,2,2, , , , , , 
6,1,2010,2,8,8,4,3,1,25, , ,3, , , , 
6,1,2010,6,5,21,1,3,1,25, , ,1, , , , 
6,1,2010,10,9,29,4,3,1,25, , ,99, , , , 
6,1,2010,1,1,18,4,5,1,2, , , , ,2, , 
6,1,2010,6,5,21,3,5,1,2, , , , ,2, , 
7,1,2010,11,4,27,4,1,1,2,3, , , , , , 
7,1,2010,6,8,11,4,5,1,2, , , , ,2, , 
1,1,2010,12,3,20,4,1,2,2,2, , , , , , 
1,1,2010,11,10,32,4,1,1,2,1, , , , , , 
1,1,2010,3,6,4,4,3,1,25, , ,4, , , , 
1,1,2010,10,5,31,3,3,1,25, , ,3, , , , 
1,1,2010,3,5,21,3,5,1,2, , , , ,2, , 
2,1,2010,7,5,21,4,1,2,2,5, , , , , , 
2,1,2010,11,6,4,4,5,1,2, , , , ,2, , 
3,1,2010,3,10,1,2,1,1,2,4, , , , , , 
3,1,2010,11,1,25,3,5,1,2, , , , ,2, , 
4,1,2010,2,10,32,1,1,1,1,3, , , , , , 
4,1,2010,8,8,11,4,1,1,5,4, , , , , , 
4,1,2010,9,1,25,2,3,1,25, , ,4, , , , 
4,1,2010,8,1,18,2,5,1,2, , , , ,2, , 
5,1,2010,10,5,21,3,1,1,2,2, , , , , , 
5,1,2010,7,10,1,3,1,1,2,1, , , , , , 
5,1,2010,2,7,7,4,4,1,3, , , ,3, , , 
5,1,2010,3,7,22,4,5,1,2, , , , ,2, , 
6,1,2010,3,1,18,4,1,1,2,6, , , , , , 
6,1,2010,6,5,21,3,1,1,2,2, , , , , , 
7,1,2010,3,1,18,4,1,1,2,5, , , , , , 
7,1,2010,10,3,19,4,1,1,2,99, , , , , , 
7,1,2010,4,1,25,3,1,1,2,1, , , , , , 
7,1,2010,11,1,25,1,1,1,2,1, , , , , , 
7,1,2010,11,3,14,4,3,1,25, , ,1, , , , 
7,1,2010,12,5,21,1,3,1,25, , ,5, , , , 
7,1,2010,1,10,32,2,3,1,25, , ,2, , , , 
7,1,2010,7,3,20,3,5,1,2, , , , ,2, , 
7,1,2010,12,10,1,4,5,1,2, , , , ,2, , 
1,1,2010,2,3,14,3,1,1,2,2, , , , , , 
1,1,2010,6,3,20,4,1,1,2,1, , , , , , 
1,1,2010,5,5,2,4,1,1,9,3, , , , , , 
1,1,2010,7,1,25,3,3,1,25, , ,2, , , , 
2,1,2010,8,8,11,4,4,1,10, , , ,10, , , 
3,1,2010,4,10,32,1,3,1,25, , ,5, , , , 
3,1,2010,4,10,32,2,3,1,25, , ,1, , , , 
4,1,2010,1,2,13,2,1,1,2,1, , , , , , 
4,1,2010,12,3,14,4,1,2,2,1, , , , , , 
4,1,2010,5,5,21,4,3,1,25, , ,1, , , , 
4,1,2010,6,10,32,1,3,1,25, , ,5, , , , 
4,1,2010,4,10,32,3,4,1,4, , , ,4, , , 
5,1,2010,3,5,2,4,1,1,2,4, , , , , , 
5,1,2010,9,8,12,3,1,1,2,1, , , , , , 
5,1,2010,10,1,18,3,1,1,2,8, , , , , , 
6,1,2010,11,7,22,7,1,1,2,2, , , , , , 
6,1,2010,12,2,28,1,1,1,2,8, , , , , , 
6,1,2010,2,10,32,3,1,1,6,4, , , , , , 
6,1,2010,5,10,32,1,3,1,25, , ,1, , , , 
6,1,2010,5,6,3,4,4,1,3, , , ,3, , , 
7,1,2010,8,2,13,4,1,1,2,2, , , , , , 
7,1,2010,11,5,21,4,1,1,2,8, , , , , , 
7,1,2010,12,5,21,4,1,2,2,8, , , , , , 
7,1,2010,5,10,32,1,1,1,2,1, , , , , , 
7,1,2010,9,5,21,1,1,2,3,7, , , , , , 
7,1,2010,9,1,25,4,3,1,25, , ,8, , , , 
7,1,2010,9,1,25,3,4,1,3, , , ,3, , , 
7,1,2010,8,10,32,3,5,1,2, , , , ,2, , 
1,1,2010,9,10,32,3,3,1,25, , ,5, , , , 
2,1,2010,12,10,1,3,1,1,2,4, , , , , , 
2,1,2010,3,9,29,4,3,1,25, , ,2, , , , 
3,1,2010,9,7,7,4,2,1,4, ,4, , , , , 
3,1,2010,11,2,13,4,3,1,25, , ,1, , , , 
3,1,2010,6,2,28,4,3,1,25, , ,4, , , , 
3,1,2010,1,10,32,2,3,1,25, , ,2, , , , 
4,1,2010,12,5,21,3,1,1,2,5, , , , , , 
4,1,2010,12,2,24,3,1,1,2,1, , , , , , 
4,1,2010,10,2,28,1,1,1,9,99, , , , , , 
4,1,2010,9,8,8,4,3,1,25, , ,4, , , , 
4,1,2010,1,10,32,1,3,2,25, , ,1, , , , 
4,1,2010,7,5,21,3,5,1,2, , , , ,2, , 
5,1,2010,12,3,6,2,1,1,2,4, , , , , , 
5,1,2010,8,3,6,4,1,1,2,1, , , , , , 
5,1,2010,5,8,12,4,1,2,2,8, , , , , , 
5,1,2010,4,4,27,3,1,1,2,3, , , , , , 
5,1,2010,5,2,13,3,3,1,25, , ,2, , , , 
6,1,2010,11,8,11,4,1,1,2,2, , , , , , 
6,1,2010,8,10,1,3,1,1,2,1, , , , , , 
6,1,2010,11,2,13,1,2,1,8, ,8, , , , , 
6,1,2010,3,7,22,4,2,1,8, ,8, , , , , 
6,1,2010,5,8,11,4,3,1,25, , ,5, , , , 
6,1,2010,8,1,25,2,3,1,25, , ,1, , , , 
6,1,2010,5,10,32,1,3,1,25, , ,1, , , , 
6,1,2010,4,10,32,1,3,1,25, , ,1, , , , 
7,1,2010,11,2,13,1,1,1,2,1, , , , , , 
7,1,2010,11,2,13,1,1,2,2,5, , , , , , 
7,1,2010,4,10,32,1,2,1,1, ,1, , , , , 
7,1,2010,11,2,13,4,3,1,25, , ,8, , , , 
7,1,2010,12,2,13,2,5,1,2, , , , ,2, , 
1,1,2010,3,5,2,4,1,1,2,2, , , , , , 
1,1,2010,6,6,4,2,1,1,2,2, , , , , , 
1,1,2010,5,2,13,2,1,1,2,4, , , , , , 
1,1,2010,5,9,23,7,1,1,2,3, , , , , , 
1,1,2010,5,10,32,2,1,2,2,2, , , , , , 
2,1,2010,2,7,7,4,2,1,6, ,6, , , , , 
2,1,2010,5,1,25,3,3,1,25, , ,8, , , , 
2,1,2010,11,9,29,3,3,1,25, , ,99, , , , 
2,1,2010,3,10,32,2,3,1,25, , ,2, , , , 
2,1,2010,3,5,21,1,5,1,2, , , , ,2, , 
3,1,2010,8,5,21,3,1,1,2,2, , , , , , 
4,1,2010,10,5,2,4,1,1,2,2, , , , , , 
4,1,2010,7,2,13,4,1,1,2,2, , , , , , 
4,1,2010,8,7,22,4,1,2,2,2, , , , , , 
4,1,2010,9,10,1,3,1,1,2,4, , , , , , 
4,1,2010,6,5,21,3,5,1,2, , , , ,2, , 
5,1,2010,5,5,21,4,1,1,2,5, , , , , , 
5,1,2010,9,4,27,4,1,1,2,4, , , , , , 
5,1,2010,2,7,22,3,3,1,25, , ,2, , , , 
5,1,2010,11,10,32,3,3,1,25, , ,99, , , , 
6,1,2010,1,10,1,2,1,1,1,8, , , , , , 
6,1,2010,11,3,6,4,1,1,2,8, , , , , , 
6,1,2010,12,8,11,2,1,1,2,8, , , , , , 
6,1,2010,5,3,14,3,1,1,2,2, , , , , , 
6,1,2010,8,7,22,4,1,1,2,3, , , , , , 
6,1,2010,10,9,29,4,1,1,2,24, , , , , , 
6,1,2010,11,5,2,4,3,1,25, , ,4, , , , 
6,1,2010,10,3,6,4,3,1,25, , ,2, , , , 
7,1,2010,10,3,6,4,1,1,2,3, , , , , , 
7,1,2010,6,3,6,4,1,1,2,3, , , , , , 
7,1,2010,10,1,9,3,1,2,2,2, , , , , , 
7,1,2010,11,9,23,4,1,1,2,2, , , , , , 
7,1,2010,7,1,25,4,1,1,2,6, , , , , , 
7,1,2010,8,2,28,4,1,1,2,3, , , , , , 
7,1,2010,7,10,1,3,1,1,2,8, , , , , , 
7,1,2010,3,10,32,2,1,1,2,1, , , , , , 
7,1,2010,9,10,32,3,1,1,2,1, , , , , , 
7,1,2010,11,10,32,1,2,2,1, ,1, , , , , 
7,1,2010,9,10,32,1,2,1,1, ,1, , , , , 
7,1,2010,8,1,25,3,3,1,25, , ,2, , , , 
7,1,2010,4,10,32,3,3,1,25, , ,6, , , , 
7,1,2010,5,10,32,9,3,1,25, , ,2, , , , 
1,2,2010,1,10,1,7,1,1,1,1, , , , , , 
1,2,2010,1,6,3,4,1,2,2,2, , , , , , 
1,2,2010,11,8,11,4,1,1,2,5, , , , , , 
1,2,2010,5,9,29,4,1,1,2,3, , , , , , 
1,2,2010,3,3,14,4,2,1,1, ,1, , , , , 
1,2,2010,10,2,28,1,2,1,1, ,1, , , , , 
1,2,2010,11,5,21,1,3,1,25, , ,99, , , , 
1,2,2010,6,9,29,4,3,1,25, , ,99, , , , 
2,2,2010,12,8,11,4,1,1,2,24, , , , , , 
2,2,2010,9,10,32,1,1,1,2,1, , , , , , 
2,2,2010,12,4,5,4,5,1,2, , , , ,2, , 
2,2,2010,11,3,6,3,5,1,2, , , , ,2, , 
4,2,2010,7,5,17,4,1,1,2,3, , , , , , 
5,2,2010,7,3,6,2,1,1,2,2, , , , , , 
5,2,2010,10,6,10,4,1,1,2,7, , , , , , 
5,2,2010,2,9,23,2,1,1,2,4, , , , , , 
5,2,2010,2,9,23,2,1,1,2,5, , , , , , 
5,2,2010,9,9,29,3,1,1,2,4, , , , , , 
6,2,2010,10,5,2,3,1,1,2,4, , , , , , 
6,2,2010,8,10,1,2,2,1,3, ,3, , , , , 
6,2,2010,2,1,9,3,3,1,25, , ,4, , , , 
6,2,2010,3,8,11,3,3,1,25, , ,5, , , , 
6,2,2010,6,2,13,4,3,1,25, , ,1, , , , 
6,2,2010,1,5,17,4,3,1,25, , ,99, , , , 
6,2,2010,1,10,32,4,3,1,25, , ,2, , , , 
6,2,2010,7,5,2,4,4,1,3, , , ,3, , , 
6,2,2010,11,6,4,4,5,1,2, , , , ,2, , 
6,2,2010,4,8,11,4,5,1,2, , , , ,2, , 
6,2,2010,4,8,11,4,5,1,3, , , , ,3, , 
7,2,2010,8,5,2,3,1,1,2,2, , , , , , 
7,2,2010,6,5,17,3,1,1,2,2, , , , , , 
7,2,2010,12,5,21,3,1,1,2,3, , , , , , 
7,2,2010,8,9,23,4,1,1,2,1, , , , , , 
7,2,2010,7,10,32,2,1,1,2,2, , , , , , 
7,2,2010,11,3,6,3,3,1,25, , ,3, , , , 
7,2,2010,12,10,32,4,3,1,25, , ,1, , , , 
7,2,2010,11,10,32,1,3,1,25, , ,99, , , , 
7,2,2010,8,5,21,4,4,1,5, , , ,5, , , 
7,2,2010,2,2,13,2,5,1,2, , , , ,2, , 
7,2,2010,8,3,14,4,5,1,2, , , , ,2, , 
1,2,2010,4,10,32,2,1,2,2,1, , , , , , 
1,2,2010,5,1,25,1,3,1,25, , ,2, , , , 
1,2,2010,12,10,32,2,3,1,25, , ,1, , , , 
1,2,2010,9,2,13,3,4,1,4, , , ,4, , , 
1,2,2010,4,10,32,3,5,1,2, , , , ,2, , 
1,2,2010,4,10,32,3,5,1,2, , , , ,2, , 
2,2,2010,9,10,32,4,1,1,2,1, , , , , , 
2,2,2010,4,2,24,4,3,1,25, , ,1, , , , 
2,2,2010,10,1,25,3,3,1,25, , ,1, , , , 
2,2,2010,9,9,30,3,3,1,25, , ,2, , , , 
5,2,2010,12,3,6,3,1,1,2,3, , , , , , 
5,2,2010,11,1,25,4,3,1,25, , ,99, , , , 
5,2,2010,12,4,27,3,3,1,25, , ,4, , , , 
5,2,2010,10,10,32,1,5,14,6, , , , ,6, , 
6,2,2010,6,8,8,4,1,1,2,4, , , , , , 
6,2,2010,2,1,25,2,1,1,2,1, , , , , , 
6,2,2010,1,10,32,1,1,1,2,2, , , , , , 
6,2,2010,1,1,25,2,2,1,8, ,8, , , , , 
6,2,2010,1,7,22,2,5,1,2, , , , ,2, , 
7,2,2010,5,6,4,4,1,1,2,4, , , , , , 
7,2,2010,6,8,11,4,1,1,2,2, , , , , , 
7,2,2010,2,5,21,3,1,3,2,2, , , , , , 
7,2,2010,9,5,21,3,1,1,2,2, , , , , , 
7,2,2010,6,5,21,3,1,1,2,2, , , , , , 
7,2,2010,6,9,29,3,1,1,2,3, , , , , , 
7,2,2010,1,10,1,2,1,1,2,1, , , , , , 
7,2,2010,1,10,1,2,1,1,2,1, , , , , , 
7,2,2010,2,1,25,3,3,1,25, , ,8, , , , 
7,2,2010,5,10,32,3,3,2,25, , ,99, , , , 
1,2,2010,5,8,11,4,1,1,2,2, , , , , , 
1,2,2010,1,10,32,4,1,1,2,3, , , , , , 
1,2,2010,10,9,23,9,2,1,1, ,1, , , , , 
1,2,2010,1,6,3,4,3,1,25, , ,18, , , , 
1,2,2010,9,9,23,4,4,1,15, , , ,15, , , 
2,2,2010,8,7,22,4,1,1,1,2, , , , , , 
2,2,2010,10,2,24,4,1,2,2,2, , , , , , 
2,2,2010,5,10,32,4,1,1,2,99, , , , , , 
2,2,2010,5,5,21,3,3,1,25, , ,99, , , , 
2,2,2010,7,10,32,1,3,1,25, , ,4, , , , 
2,2,2010,9,5,17,4,5,1,2, , , , ,2, , 
2,2,2010,12,5,31,4,5,1,2, , , , ,2, , 
3,2,2010,11,2,13,3,1,1,2,1, , , , , , 
3,2,2010,12,1,18,4,1,1,2,4, , , , , , 
3,2,2010,10,3,20,4,1,1,2,6, , , , , , 
3,2,2010,6,5,21,1,1,1,2,1, , , , , , 
3,2,2010,5,7,22,4,1,1,2,1, , , , , , 
3,2,2010,7,7,22,4,1,2,2,2, , , , , , 
3,2,2010,12,2,13,7,5,1,2, , , , ,2, , 
4,2,2010,8,5,21,4,2,1,1, ,1, , , , , 
4,2,2010,10,7,22,4,2,2,1, ,1, , , , , 
4,2,2010,10,8,11,4,2,1,3, ,3, , , , , 
4,2,2010,1,9,29,4,2,1,3, ,3, , , , , 
4,2,2010,5,8,11,4,3,1,25, , ,8, , , , 
4,2,2010,10,2,13,7,5,1,2, , , , ,2, , 
5,2,2010,6,3,6,4,1,1,1,8, , , , , , 
5,2,2010,1,3,20,4,3,2,25, , ,4, , , , 
5,2,2010,11,10,32,1,5,1,1, , , , ,1, , 
6,2,2010,12,1,25,2,1,1,2,2, , , , , , 
6,2,2010,11,10,32,1,1,1,2,1, , , , , , 
6,2,2010,1,10,32,2,3,1,25, , ,1, , , , 
6,2,2010,11,6,4,2,5,1,2, , , , ,2, , 
7,2,2010,12,5,2,4,1,1,2,1, , , , , , 
7,2,2010,11,2,13,4,1,1,2,1, , , , , , 
7,2,2010,1,2,13,4,1,2,2,4, , , , , , 
7,2,2010,4,4,15,4,1,1,2,1, , , , , , 
